	negative_arousal	negative_valence	positive_arousal	positive_valence	trans_x	trans_y	trans_z	rot_x	rot_y	rot_z	csf	white_matter	drift_1	drift_2	drift_3	drift_4	drift_5	drift_6	drift_7	drift_8	drift_9	drift_10	drift_11	drift_12	constant
24.0	0.0	0.0	0.0	0.0	-0.0268181383162584	-0.0009320388753337	0.0429422703208572	0.0007709979039476	-0.0003490053688199	-1.2865489981369204e-05	1670.3585555336692	909.825381100077	0.07967832746305821	0.07775782537415772	0.07459120390997251	0.07022921022478221	0.06474174808479725	0.05821675761515455	0.050758806002611755	0.042487411738839735	0.033535129259396716	0.024045424673281697	0.014170376625873272	0.004068239140410041	1.0
26.0	0.0	0.0	0.0	0.0	-0.0269315715133586	-0.0008807315945205	0.0530626788818722	0.001152994133971	-0.0001600387610121	-6.690777162787645e-05	1675.67112940008	911.9510805801608	0.07957139859563382	0.07733382181168452	0.07365101871619455	0.06859181409771226	0.06225075514734767	0.05474634454637801	0.046218825869982244	0.03682756269381934	0.02674806038310769	0.016168686221467977	0.0052871491742642815	-0.005693194926834851	1.0
28.0	0.0	0.0	0.0	0.0	-0.0269151993980898	-0.001075748563835	0.0428839087026062	0.0006909940207601	-0.0001710233873182	-6.69408858100672e-05	1686.771348953247	911.2445074376924	0.07945629770422895	0.0768780501701532	0.07264276220227969	0.06684172180018709	0.059599965414241764	0.05107358289215269	0.04144635309618108	0.03092578270738971	0.019738633597109333	0.00812603516929374	-0.003661712976967886	-0.015370536040629641	1.0
30.0	0.0	0.0	0.0	0.0	-0.0269072300091437	-0.0012806249642096	0.0424888053198415	0.0007709992882441	-2.502581461993892e-05	-6.699035343106909e-05	1686.964540362358	911.7491472271126	0.07933303660976493	0.07639069767669417	0.0715673662406329	0.0649818087292562	0.056796183424706485	0.047212047588514626	0.03646539445289089	0.024820842284131256	0.01256511860268357	4.9182999007686516e-18	-0.012565118602683561	-0.024820842284131246	1.0
32.0	0.0	0.0	0.0	0.0	-0.0068644249251974	-0.0011830097934364	0.0224697143360756	0.0003579881195561	-0.0003550118575841	-6.693639441721145e-05	1691.1043045629156	910.195204734265	0.07920162797122021	0.07587196453158433	0.07042582475671583	0.06301513071721138	0.053846606446896844	0.04317601129992801	0.03130100544960912	0.018552846548461982	0.0052871491742642815	-0.008126035169293713	-0.02131254077530669	-0.03390452522356265	1.0
34.0	0.0	0.0	0.0	0.0	-0.0069578989616587	-0.0018730512306888	0.0270055386746079	0.0009010122813887	0.0001539262242282	-0.0001640697319253	1682.9825154001062	910.6476107401244	0.07906208528433026	0.07532206382600654	0.06921919281041977	0.060944919010862346	0.05075880600261175	0.03898039166592805	0.02597916429795862	0.012162971782442302	-0.002034772578991757	-0.016168686221467964	-0.029795388946726467	-0.04248741173883973	1.0
36.0	0.0	0.0	0.0	0.0	-0.0068542524474963	-0.0013320026342285	0.0030934445175958	0.0007689898902895	-0.0003070257268156	-6.688190489993685e-05	1681.8634267070076	910.0195446605412	0.07891442288020152	0.07474122145451352	0.06794858562093567	0.0587745749626067	0.0475407084313061	0.03464069616386432	0.02052664123456816	0.0056931949268348775	-0.009339779170141867	-0.02404542467328167	-0.03790835699197279	-0.05044272586576787	1.0
38.0	0.0	0.0	0.0	0.0	-0.0069801998532028	0.0138357596013634	0.0202937620699046	0.0004860001792271	-3.7990725426428895e-05	3.80092161640681e-05	1682.4962909655137	911.0460915149098	0.07875865592383963	0.0741296760222323	0.06661517753602234	0.056507664442016874	0.04420057454329115	0.03017296479153745	0.014970863859862375	-0.0008139821775950756	-0.016567143728797903	-0.03167542452928907	-0.045550730480044904	-0.057652961376446314	1.0
40.0	0.0	0.0	0.0	0.0	0.0021270803117374	-0.0011578862279009	0.0014919563288842	0.0004319993374313	-1.9014488982005417e-05	-6.699590740142508e-05	1685.7524958307092	912.3945733728544	0.07859480041259193	0.0734876787468473	0.06522020094662566	0.054147911977125776	0.040746978414352875	0.02559371078158152	0.009339779170141895	-0.007315811996999577	-0.023656784826514073	-0.038980391665928045	-0.05262763694342487	-0.0640116174383976	1.0
42.0	0.0	0.0	0.0	0.0	-0.0068749135266159	-0.0011832486263188	0.0034619599555156	0.0003659906443528	-0.000279012029865	-6.694895666870925e-05	1687.7755661660974	913.5649781476948	0.07842287317450455	0.0728154933554021	0.06376494514785189	0.05169919463503701	0.03718878537622243	0.02091985956671722	0.003661712976967931	-0.013769582125397042	-0.030549765936585333	-0.04588536723517673	-0.059051223625423595	-0.06942477171537745	1.0
44.0	0.0	0.0	0.0	0.0	-0.0066813648231516	-0.025858680793533	-0.0768705711832069	-0.001806912289672	0.0003839359724575	-0.0004821532099377	1689.3972394899888	915.721328486053	0.07824289186659421	0.07211339597596281	0.06225075514734767	0.049165535651913846	0.0335351292593967	0.016168686221467977	-0.0020347725789917393	-0.020132895874856137	-0.03718878537622242	-0.05231949684376977	-0.06474174808479723	-0.07381246767393106	1.0
46.0	0.0	0.0	0.0	0.0	-0.0292320560287038	-0.0398389655609321	-0.0787782470361975	-0.0018069790598016	0.0006590603502507	-6.590451272404647e-05	1685.956324859099	916.5573414461378	0.07805487497303472	0.0713816750241868	0.06067903042218844	0.0465510978228127	0.029795388946726474	0.011357751611561037	-0.007721022702913299	-0.026363950791636184	-0.043518652658190944	-0.058216757615154525	-0.06962856811886166	-0.077109895604091	1.0
48.0	0.0	0.0	0.01982111579816221	0.0	-0.0171174431260254	-0.0401893346569863	-0.0554547830434799	-0.0017159901549242	0.0003250575791917	-6.672108260842395e-05	1698.108390938152	916.8193140508088	0.07785884180325876	0.07062063108484408	0.059051223625423616	0.04386017666222183	0.02597916429795862	0.006504837487012115	-0.013368434086841841	-0.03242181326863098	-0.04948674729198072	-0.0635166356735477	-0.07365101871619453	-0.07926834990961486	1.0
50.0	0.0	0.0	0.3647083113255543	0.0	-0.0273394723044759	-0.0400183008565591	-0.0626338881680439	-0.0019649963787092	0.0001540657222718	-6.68486106897183e-05	1691.4020792137492	916.7825857071138	0.07765481248997472	0.06983057678833965	0.057368839243474655	0.041097193346542306	0.022096251507033815	0.0016278807587975876	-0.01894859879172399	-0.03826668745010678	-0.055043456220468724	-0.06816474709818932	-0.07675916515242866	-0.08025594852783459	1.0
52.0	0.0	0.0	1.0305809016635008	0.0	-0.0274354945226633	-0.0216974504239146	-0.0589851638295328	-0.0018069819004175	0.0001542212806127	-0.0002448603545007	1706.365104426037	915.4426432005116	0.07744280798709907	0.06901183668228753	0.05563343220562635	0.0382666874501068	0.01815661795539723	-0.0032550927979659748	-0.0244334471466845	-0.0438601766622218	-0.06014258625564413	-0.07211339597596281	-0.07891442288020152	-0.08005810385272293	1.0
54.0	0.0	0.0	1.4759530760503585	0.0	-0.0216546196293734	0.0229371435427481	-0.0532860003160067	-0.0020170125090302	-0.0003304318682135	-6.783375553604638e-05	1694.0039869872007	916.9264984388756	0.07722285006760443	0.06816474709818933	0.053846606446896844	0.03537330948667084	0.014170376625873254	-0.008126035169293713	-0.029795388946726467	-0.049165535651913846	-0.06474174808479725	-0.07532206382600655	-0.08009003651794348	-0.07867773820527328	1.0
56.0	0.0	0.0	1.544129030841055	0.0	-0.0228183415748333	0.0064595752991465	-0.0543411553690162	-0.0018519854749172	0.0001541725578306	-0.0001858572793567	1683.426362449473	913.0944444941132	0.0769949613212834	0.0672896560132722	0.05201001342561452	0.032421813268630986	0.010147760142783721	-0.012966942809801723	-0.035007452238594076	-0.05414791197712577	-0.06880270865491044	-0.07775782537415772	-0.08027141199133532	-0.07613524066852724	1.0
58.0	0.0	0.0	1.3813336824910185	0.0	-0.0283527359821249	0.0149076275910999	-0.0352003519241748	-0.0017000134994039	-0.0001158287402049	-0.0002010987160427	1683.105465455489	912.8799431943222	0.07675916515242867	0.06638692290754264	0.05012535059707178	0.029417048096523474	0.006099094504947924	-0.017759923185815648	-0.040043418996669654	-0.05877457496260669	-0.0722917090058629	-0.07939568641082032	-0.07945629770422895	-0.07246816592482967	1.0
60.0	0.0	0.0	0.8637765489233558	0.0	-0.0306344528709274	0.0161231679468016	-0.0370483241512289	-0.0019769962150988	0.0001540661242414	-6.684773419542004e-05	1687.4208729483864	913.7721513259244	0.07651548577742927	0.06545691861611522	0.048194359844666725	0.026363950791636212	0.0020347725789917667	-0.022487260908167366	-0.044877957006419396	-0.06301513071721136	-0.07517974491028634	-0.08021884026537807	-0.07765481248997473	-0.06773067954372153	1.0
62.0	0.0	0.0	0.09696195182220524	0.0	-0.0307907941273981	0.0224783598972351	-0.034566372239972	-0.0021310094908508	-0.000190928283049	-6.7703451651794e-05	1698.6566423611207	917.3825135652784	0.07626394822228363	0.06450002517687661	0.04621882586998226	0.02326753758482435	-0.0020347725789917393	-0.02713148321024604	-0.04948674729198072	-0.06684172180018708	-0.07744280798709906	-0.08021884026537808	-0.07488931999616721	-0.0619927579140033	1.0
64.0	0.0	0.0	-0.0675205306390072	0.0	-0.0306190934521879	0.015821304532551	-0.0365029376523438	-0.0016559949662943	5.705545933087919e-05	-6.695275892462551e-05	1685.5737970308824	915.5756892330546	0.07600457832002938	0.06351663567354772	0.04420057454329115	0.020132895874856144	-0.006099094504947914	-0.03167542452928907	-0.05384660644689685	-0.07022921022478221	-0.07906208528433026	-0.07939568641082032	-0.07119415106219804	-0.05533915463759954	1.0
66.0	0.0	0.0	0.5021476531026614	0.0	-0.0113333018380359	-0.0011464593249286	-0.0476007827049613	-0.0018139987365739	3.2060730168925744e-05	-6.697092436145865e-05	1690.0369146086953	915.8561338784662	0.07573740270809022	0.06250715407420816	0.04214147121601107	0.016965175869830224	-0.010147760142783709	-0.03610228995221339	-0.05793560325264408	-0.07315534259697254	-0.08002411567209254	-0.07775782537415774	-0.06661517753602235	-0.04786814865239817	1.0
68.0	0.0	0.0	1.0798803871850806	0.0	-0.0114433566423741	-0.0011526519769802	-0.0337057032814485	-0.002111010428606	-0.0002449286084305	-6.77584792013648e-05	1694.657234842127	915.706270665988	0.07546244882554035	0.06147199506534961	0.040043418996669675	0.013769582125397068	-0.014170376625873246	-0.04039571729148437	-0.06173316899832993	-0.0756008963044615	-0.08032090174560083	-0.07532206382600655	-0.061209242820780004	-0.039690092575271306	1.0
70.0	0.0	0.0	1.317149512645413	0.0	-0.0114266612381044	0.0063911167405876	-0.0112896919727631	-0.002148021720529	-0.0001321976070594	-0.0002811424670502	1695.2877119671214	916.2694796022228	0.07517974491028634	0.06041158388152612	0.0379083569919728	0.010551364993687846	-0.018156617955397202	-0.04453983756158299	-0.06522020094662564	-0.07754980579559588	-0.07994997630798213	-0.07211339597596282	-0.055043456220468766	-0.03092578270738974	1.0
72.0	0.0	0.0	1.274022521486323	0.0	-0.0114868897427555	0.009711162243235	-0.02557234622072	-0.0020530038589132	-0.0002244314137842	-6.773087149973306e-05	1686.5085836757314	912.6274251932492	0.0748893199961672	0.05932635613067136	0.035738258514601905	0.007315811996999604	-0.022096251507033787	-0.04851933363254317	-0.06837915842547285	-0.07898926811863456	-0.07891442288020152	-0.06816474709818934	-0.04819435984466674	-0.02170467477813101	1.0
74.0	0.0	0.0	0.820153886703887	0.0	-0.0141675495229378	-0.0012496437446714	-0.0298629683554096	-0.0017610043215507	-0.0001289410732878	-6.761355547299031e-05	1686.5729449228809	911.1887553126376	0.07459120390997251	0.05821675761515454	0.0335351292593967	0.0040682391404100226	-0.025979164297958608	-0.05231949684376977	-0.07119415106219801	-0.07990982702805212	-0.07722285006760443	-0.06351663567354772	-0.0407469784143529	-0.012162971782442328	1.0
76.0	0.0	0.0	0.08128635766844586	0.0	-0.0280956581989073	0.0178641735667781	-0.0067414936807708	-0.0026980117547078	-0.0003009088020349	-6.790591680049494e-05	1697.152102687142	916.855985795142	0.07428542726837921	0.05708324414864865	0.03130100544960912	0.0008139821775950853	-0.029795388946726467	-0.05592628136888591	-0.07365101871619453	-0.08030543510535848	-0.0748893199961672	-0.05821675761515454	-0.03279376376454209	-0.002441612155800372	1.0
78.0	0.0	0.0	-0.07260264006291003	0.0	-0.0114739043871026	0.0197255433784562	-0.0129918135950433	-0.0028060102708753	-0.0001919059352513	-6.776924020389483e-05	1687.4787199497223	914.8381405252806	0.07397202147480728	0.05592628136888593	0.029037951954941292	-0.0024416121558002986	-0.03353512925939668	-0.059326356130671346	-0.0757374027080902	-0.08017349348634517	-0.07193323141336898	-0.05231949684376982	-0.02443344714668455	0.007315811996999566	1.0
80.0	0.0	0.0	0.5006423110493934	0.0	-0.0114611293497688	0.0166304742544411	0.0039719989929523	-0.0027600298220736	-0.0004198305432854	-0.0001230792829895	1699.8845122077248	914.434520607532	0.07365101871619455	0.05474634454637801	0.02674806038310769	-0.005693194926834851	-0.03718878537622238	-0.06250715407420815	-0.07744280798709906	-0.07951486893377797	-0.06837915842547289	-0.045885367235176805	-0.01576981357835436	0.01696517586983017	1.0
82.0	0.0	0.0	1.0794698105022325	0.0	-0.0114143341600225	0.029021393315503	0.0060517488149187	-0.0023830186190165	-0.0004714194423214	-6.806228200507188e-05	1697.3847570961173	913.8906178305184	0.07332245195969114	0.05354391838917862	0.024433447146684526	-0.008935423793553735	-0.04074697841435288	-0.0654569186161152	-0.07875865592383963	-0.07833388814338105	-0.06425664621180117	-0.03898039166592803	-0.006910413455456873	0.026363950791636195	1.0
84.0	0.0	0.0	1.317047940779084	0.0	-0.0114952018747231	0.0569026618183841	0.0137315525262664	-0.002453019325299	-0.0004949166618837	-6.860701868806611e-05	1691.5748688957908	916.8092796991912	0.07298635494927365	0.05231949684376979	0.022096251507033815	-0.012162971782442291	-0.044200574543291134	-0.06816474709818932	-0.07967832746305821	-0.07663830932051766	-0.05959996541424177	-0.03167542452928909	0.0020347725789917294	0.035373309486670806	1.0
86.0	0.0	0.0	1.2719421809218918	0.0	-0.0114028671036265	0.0420823237745651	0.0053404363377254	-0.0025090165164826	-0.000419915028976	-6.802675744342363e-05	1693.1195395209572	917.0921204472932	0.07264276220227969	0.05107358289215269	0.019738633597109315	-0.015370536040629641	-0.047540708431306075	-0.07062063108484408	-0.08019719641918784	-0.07443927121428882	-0.05444782724375714	-0.024045424673281725	0.010954698935186179	0.04386017666222183	1.0
88.0	0.0	0.0	0.8082149316032795	0.0	0.0011072921413983	0.0291735039006368	-0.0063977368338612	-0.002834017976607	-0.0004199045581487	-6.85949920441332e-05	1704.2504765337164	917.9698122352278	0.0722917090058629	0.04980668834522699	0.017362772424972382	-0.018552846548461954	-0.050758806002611734	-0.0728154933554021	-0.08031265274725741	-0.07175121994385963	-0.04884306167222985	-0.016168686221467984	0.019738633597109295	0.05169919463503699	1.0
90.0	0.0	0.0	0.07087685949415613	0.0	-0.0035574878470754	0.0290279499960206	0.0073600527094299	-0.0027900244913022	-0.0005979050899176	-6.883408874772492e-05	1698.3132587346165	915.6441657611686	0.07193323141336898	0.0485193336325432	0.014970863859862392	-0.021704674778130928	-0.05384660644689682	-0.0747412214545135	-0.08002411567209254	-0.06859181409771227	-0.04283226138485086	-0.008126035169293768	0.02827753275040241	0.05877457496260666	1.0
92.0	0.0	0.0	-0.06545113265658717	0.0	6.509764219231329e-05	0.0293054682956039	0.0168588369464757	-0.002905025172863	-0.0005899013956585	-6.88568283333617e-05	1693.6153439391744	915.1873523980798	0.0715673662406329	0.047212047588514626	0.01256511860268357	-0.024820842284131246	-0.05679618342470648	-0.07639069767669417	-0.07933303660976493	-0.0649818087292562	-0.0364653944528909	-1.4754899702305953e-17	0.036465394452890876	0.06498180872925619	1.0
94.0	0.0	0.0	0.5146268486783203	0.0	0.0059148495253111	0.0426405393099855	-0.0019426264724344	-0.0030730204154541	-0.0004753962129735	-6.873117273512182e-05	1693.077530362389	915.1369663808044	0.07119415106219802	0.04588536723517674	0.010147760142783738	-0.027896229211432914	-0.059599965414241736	-0.07775782537415771	-0.07824289186659421	-0.06094491901086235	-0.029795388946726484	0.008126035169293668	0.04420057454329113	0.07022921022478218	1.0
96.0	0.0	0.0	1.0878685761428466	0.0	0.005998481215883	0.0294751183671735	-0.0017493126211363	-0.0030690232452677	-0.0005558961203109	-6.885303438626642e-05	1704.7169058106165	915.3960062720072	0.0708136242074571	0.04453983756158301	0.007721022702913327	-0.03092578270738969	-0.06225075514734767	-0.07883755149070468	-0.07675916515242867	-0.05650766444201689	-0.022877692942250092	0.016168686221467957	0.051387048452401315	0.07443927121428878	1.0
98.0	0.0	0.0	1.3185623515379725	0.0	0.0059867885348126	0.0374537517885755	0.0039139361295355	-0.0027900275624472	-0.0006854048674156	-6.895686210975143e-05	1698.977680791508	916.6671169399208	0.07042582475671583	0.04317601129992799	0.0052871491742642815	-0.03390452522356268	-0.06474174808479725	-0.07962588523838077	-0.0748893199961672	-0.05169919463503701	-0.01576981357835436	0.024045424673281697	0.05793560325264408	0.07754980579559587	1.0
100.0	0.0	0.0	1.2701117313546735	0.0	0.0057793960620955	0.0541681353206229	-0.0070411629682851	-0.0029020288272698	-0.0007349014778619	-6.906634379367149e-05	1696.1223755749788	917.2797775569431	0.07003079253717928	0.04179444869848973	0.0028483890434972342	-0.036827562693819316	-0.06706654988344614	-0.08011991284787363	-0.0726427622022797	-0.04655109782281273	-0.008530838997326423	0.031675424529289065	0.06376494514785183	0.07951486893377796	1.0
102.0	0.0	0.0	0.8060240680054083	0.0	0.0059303444401308	0.0427117800443852	0.0045222518744552	-0.0027900182755838	-0.0004199060761798	-6.858580306294852e-05	1695.989030556245	915.4911589974416	0.06962856811886169	0.040395717291484376	0.0004069963136726935	-0.03969009257527129	-0.06921919281041976	-0.08031780833812863	-0.07003079253717928	-0.04109719334654232	-0.0012209471422852118	0.038980391665928	0.06880270865491044	0.08030543510535848	1.0
104.0	0.0	0.0	0.04755009279991801	0.0	0.0057357113077927	0.036246695310325	0.0010880082507682	-0.003060035046364	-0.0008838956849377	-6.98523709058037e-05	1694.140546625311	914.0614895157076	0.06921919281041977	0.03898039166592807	-0.0020347725789917393	-0.0424874117388397	-0.07119415106219801	-0.08021884026537808	-0.06706654988344617	-0.0353733094866709	0.006099094504947869	0.045885367235176666	0.07298635494927361	0.07990982702805212	1.0
106.0	0.0	0.0	-0.44281880141808805	0.0	0.0057537895177262	0.0502394978235827	-0.0435107754816712	-0.0028450303500301	-0.0007299032944765	-6.90382794312082e-05	1695.4431000406091	916.1119916545168	0.06880270865491044	0.037549053225601314	-0.004474660850613267	-0.04521492419648402	-0.07298635494927364	-0.07982337442663898	-0.06376494514785189	-0.029417048096523502	0.013368434086841796	0.052319496843769735	0.0762639482222836	0.07833388814338105	1.0
108.0	0.0	0.0	-0.5287216448524217	0.0	0.0060383531603491	0.0659390469970446	-0.0292257412987098	-0.0031930023999963	-0.0004199843853298	-1.0170520180649309e-05	1708.294259591536	917.2259203413844	0.06837915842547286	0.03610228995221338	-0.0069104134554568535	-0.047868148652398176	-0.0745912039099725	-0.07913287250768641	-0.06014258625564415	-0.02326753758482434	0.020526641234568176	0.058216757615154525	0.07859480041259193	0.0756008963044615	1.0
110.0	0.0	0.0	-0.3929790988243802	0.0	0.0184972249854098	0.0699482710774077	0.0113399098755735	-0.0023520020212667	-0.0004200041714308	3.006075692733824e-06	1695.9215074885976	916.8387239182164	0.06794858562093567	0.03464069616386432	-0.009339779170141867	-0.05044272586576787	-0.07600457832002937	-0.07814988668050026	-0.05621769460838974	-0.01696517586983027	0.02751420942855725	0.06351663567354768	0.07994997630798212	0.07175121994385966	1.0
112.0	0.0	0.0	-0.22408628285767646	0.0	0.0297268405492729	0.0297189868357179	-0.1468063436593425	-0.0056309956119313	0.0001260588311609	-0.0005536488759821	1699.148454959081	917.3915484877036	0.06751103446134962	0.03316487227090406	-0.011760512674316038	-0.05293442581299186	-0.07722285006760442	-0.07687805017015321	-0.05201001342561456	-0.010551364993687855	0.034273050679051786	0.06816474709818932	0.08031265274725741	0.06684172180018712	1.0
114.0	0.0	0.0	-0.10556061677231443	0.0	0.0296171530629578	0.0490617333425689	-0.0412109433577541	-0.0036690105780101	-0.0005030146724922	7.077216044220356e-06	1701.0415484905243	917.8665582533284	0.06706654988344614	0.03167542452928908	-0.014170376625873263	-0.055339154637599516	-0.07824289186659421	-0.07532206382600654	-0.04754070843130609	-0.004068239140410014	0.040746978414352875	0.07211339597596281	0.07967832746305821	0.06094491901086234	1.0
116.0	0.0	0.0	-0.04278716613656608	0.0	0.018304850768672	0.0287137272473216	-0.0092363131785191	-0.0033810692023237	-0.0005020742129873	-0.0002528497701912	1685.0185274861076	917.5267829830544	0.06661517753602235	0.030172964791537468	-0.016567143728797886	-0.057652961376446286	-0.07906208528433026	-0.07348767874684731	-0.0428322613848508	0.002441612155800271	0.046882174562487715	0.07532206382600652	0.07805487497303475	0.05414791197712584	1.0
118.0	0.0	0.01982111579816221	-0.01534096883223244	0.0	0.0195062224274948	0.0270146289109902	0.0022083461899526	-0.0029240707418608	-0.0003154029969174	-0.0004089624478565	1713.2079614509237	916.0314621960276	0.06615696377525282	0.02865811025538509	-0.01894859879172399	-0.059872044451135836	-0.07967832746305821	-0.07138167502418681	-0.037908356991972814	0.008935423793553724	0.05262763694342486	0.07775782537415772	0.07546244882554033	0.046551097822812734	1.0
120.0	0.0	0.3647083113255543	-0.00496407758156253	0.0	0.0297311844626477	0.0545781611748736	0.0067218199605889	-0.0023185545527583	-0.0003120994713989	-0.0003453622239239	1702.1119012507525	914.6268688105192	0.06569195565992891	0.027131483210246082	-0.02131254077530669	-0.061992757914003244	-0.08009003651794348	-0.06901183668228755	-0.03279376376454209	0.015370536040629596	0.057935603252644026	0.0793956864108203	0.07193323141336899	0.03826668745010687	1.0
122.0	0.0	1.0305809016635008	-0.0014679133872348236	0.0	0.0294357253321777	0.0730759429461329	0.0237169849444072	-0.0023186602530297	-0.000755033557396	-0.0004038762103373	1691.022153745998	914.6644663464184	0.06522020094662566	0.02559371078158152	-0.023656784826514073	-0.0640116174383976	-0.08029615559774696	-0.06638692290754264	-0.027514209428557344	0.021704674778130918	0.06276194811146672	0.08021884026537807	0.06751103446134965	0.02941704809652351	1.0
124.0	0.0	1.4759530760503585	-0.00039969606309150723	0.0	0.0294646938816924	0.0750123886145672	0.0239565652916482	-0.00196816540455	-0.0008081041005518	-0.0004037954412124	1686.171452847394	912.8831556035432	0.06474174808479724	0.024045424673281683	-0.025979164297958608	-0.06592530604342141	-0.08029615559774696	-0.06351663567354772	-0.02209625150703379	0.02789622921143292	0.06706654988344612	0.08021884026537808	0.06225075514734766	0.02013289587485615	1.0
