	negative_arousal	negative_valence	positive_arousal	positive_valence	trans_x	trans_y	trans_z	rot_x	rot_y	rot_z	csf	white_matter	drift_1	drift_2	drift_3	drift_4	drift_5	drift_6	drift_7	drift_8	drift_9	drift_10	drift_11	drift_12	constant
20.0	0.0	0.0	0.0	0.0	0.0904999077516777	0.2017336270078829	0.5955150202711366	-0.00260780369623	-0.0053848671928014	0.0006379841765526	1588.251749983881	856.5702198347348	0.07986762603976345	0.07850984467524781	0.07626394822228363	0.07315534259697255	0.06921919281041977	0.06450002517687661	0.05905122362542362	0.05293442581299188	0.046218825869982244	0.03898039166592807	0.03130100544960912	0.02326753758482435	1.0
22.0	0.0	0.0	0.0	0.0	0.1271261542623847	0.1488288928065628	1.4050621843562183	-0.0057191209037844	-0.0041320761045737	-0.0005148226735554	1710.9194389818683	856.9521723997038	0.07977707332485186	0.07814988668050024	0.07546244882554035	0.07175121994385963	0.06706654988344614	0.06147199506534961	0.05504345622046875	0.04786814865239818	0.040043418996669675	0.03167542452928908	0.022877692942250085	0.013769582125397068	1.0
24.0	0.0	0.0	0.0	0.0	0.1245952806222163	0.0312795257473794	0.4556581389120211	0.0018479470416683	-0.0043031940505839	-0.0023540418848934	1585.3997629318465	857.9621023369584	0.07967832746305821	0.07775782537415772	0.07459120390997251	0.07022921022478221	0.06474174808479725	0.05821675761515455	0.050758806002611755	0.042487411738839735	0.033535129259396716	0.024045424673281697	0.014170376625873272	0.004068239140410041	1.0
26.0	0.0	0.0	0.0	0.0	0.0742013172610427	0.0638544193695054	0.3451899078427161	0.0024419612490295	-0.0018420523134314	-0.0016772548174841	1533.2993855915013	854.3156917398724	0.07957139859563382	0.07733382181168452	0.07365101871619455	0.06859181409771226	0.06225075514734767	0.05474634454637801	0.046218825869982244	0.03682756269381934	0.02674806038310769	0.016168686221467977	0.0052871491742642815	-0.005693194926834851	1.0
28.0	0.0	0.0	0.0	0.0	0.0065119814171055	0.0748492083507699	0.3511663187973326	0.008714108499763	0.0007106561759926	0.0014099329301749	1562.5985773465754	853.0218318526289	0.07945629770422895	0.0768780501701532	0.07264276220227969	0.06684172180018709	0.059599965414241764	0.05107358289215269	0.04144635309618108	0.03092578270738971	0.019738633597109333	0.00812603516929374	-0.003661712976967886	-0.015370536040629641	1.0
30.0	0.0	0.0	0.0	0.0	-0.0311690860779521	0.0936945530338562	0.4752839516392484	0.0113714644137707	-0.0008401182327133	0.0005117940936785	1576.8293901324623	850.0003129463817	0.07933303660976493	0.07639069767669417	0.0715673662406329	0.0649818087292562	0.056796183424706485	0.047212047588514626	0.03646539445289089	0.024820842284131256	0.01256511860268357	4.9182999007686516e-18	-0.012565118602683561	-0.024820842284131246	1.0
32.0	0.0	0.0	0.0	0.0	-0.0260427204544839	0.1188976167306918	0.4716557972509321	0.0111799324206003	-0.0007816697811859	0.00051088325	1570.7588027591876	847.6546965602804	0.07920162797122021	0.07587196453158433	0.07042582475671583	0.06301513071721138	0.053846606446896844	0.04317601129992801	0.03130100544960912	0.018552846548461982	0.0052871491742642815	-0.008126035169293713	-0.02131254077530669	-0.03390452522356265	1.0
34.0	0.0	0.0	0.0	0.0	0.0360498571999556	-0.06647510373935	0.1765412827239032	0.0012839802712778	-0.0007678705161651	-0.0013550084641559	1573.8664187422846	849.2458629511877	0.07906208528433026	0.07532206382600654	0.06921919281041977	0.060944919010862346	0.05075880600261175	0.03898039166592805	0.02597916429795862	0.012162971782442302	-0.002034772578991757	-0.016168686221467964	-0.029795388946726467	-0.04248741173883973	1.0
36.0	0.0	0.0	0.0	0.0	0.0120742657667989	0.0413068557195401	0.0170104098115402	-0.0022241392521736	-0.0008649367556925	0.0008410394405778	1587.8107737645903	849.2289922845812	0.07891442288020152	0.07474122145451352	0.06794858562093567	0.0587745749626067	0.0475407084313061	0.03464069616386432	0.02052664123456816	0.0056931949268348775	-0.009339779170141867	-0.02404542467328167	-0.03790835699197279	-0.05044272586576787	1.0
38.0	0.0	0.0	0.0	0.0	0.0141216308466738	-0.0296732992119643	0.0992956766915327	0.0001697597610306	-0.0012180347914874	-0.0003938967169111	1551.543476433004	846.4028535715596	0.07875865592383963	0.0741296760222323	0.06661517753602234	0.056507664442016874	0.04420057454329115	0.03017296479153745	0.014970863859862375	-0.0008139821775950756	-0.016567143728797903	-0.03167542452928907	-0.045550730480044904	-0.057652961376446314	1.0
40.0	0.0	0.0	0.0	0.0	0.0048390993081426	-0.0388736572102175	0.0878812571869431	0.0002369842498111	-0.0005740063979311	-5.493197087979466e-05	1560.010584958583	845.3967808045769	0.07859480041259193	0.0734876787468473	0.06522020094662566	0.054147911977125776	0.040746978414352875	0.02559371078158152	0.009339779170141895	-0.007315811996999577	-0.023656784826514073	-0.038980391665928045	-0.05262763694342487	-0.0640116174383976	1.0
42.0	0.0	0.0	0.0	0.0	0.0128517907184289	-0.0431944437914921	0.0369906595032816	-0.0015249612624985	-0.0012169224537916	-0.0007549289158887	1562.8405586491706	843.4329032106341	0.07842287317450455	0.0728154933554021	0.06376494514785189	0.05169919463503701	0.03718878537622243	0.02091985956671722	0.003661712976967931	-0.013769582125397042	-0.030549765936585333	-0.04588536723517673	-0.059051223625423595	-0.06942477171537745	1.0
44.0	0.0	0.0	0.0	0.0	-0.0263786747274537	-0.1565349236329325	-0.9239966623084328	-0.0223121817912657	0.0062119847196489	-0.0002847432765351	1669.074809496056	851.2197629165863	0.07824289186659421	0.07211339597596281	0.06225075514734767	0.049165535651913846	0.0335351292593967	0.016168686221467977	-0.0020347725789917393	-0.020132895874856137	-0.03718878537622242	-0.05231949684376977	-0.06474174808479723	-0.07381246767393106	1.0
46.0	0.0	0.0	0.0	0.0	-0.0229898771589631	-0.0443974518148593	-0.7412047823218657	-0.0163759934029788	0.0057400401155898	4.600056086374177e-05	1538.8680946961356	850.3012303701627	0.07805487497303472	0.0713816750241868	0.06067903042218844	0.0465510978228127	0.029795388946726474	0.011357751611561037	-0.007721022702913299	-0.026363950791636184	-0.043518652658190944	-0.058216757615154525	-0.06962856811886166	-0.077109895604091	1.0
48.0	0.0	0.0	0.0	0.01982111579816221	-0.0367512731886279	-0.0782709371497958	-0.6055070319430271	-0.0140074170423626	0.0049937048431543	0.0001509799632263	1528.3720287470153	849.6765321912353	0.07785884180325876	0.07062063108484408	0.059051223625423616	0.04386017666222183	0.02597916429795862	0.006504837487012115	-0.013368434086841841	-0.03242181326863098	-0.04948674729198072	-0.0635166356735477	-0.07365101871619453	-0.07926834990961486	1.0
50.0	0.0	0.0	0.0	0.3647083113255543	-0.0330592281638217	-0.1020091280106214	-0.6188885149567369	-0.0140499496152333	0.0051841939795704	0.000153426168979	1551.838796281673	849.6922280166634	0.07765481248997472	0.06983057678833965	0.057368839243474655	0.041097193346542306	0.022096251507033815	0.0016278807587975876	-0.01894859879172399	-0.03826668745010678	-0.055043456220468724	-0.06816474709818932	-0.07675916515242866	-0.08025594852783459	1.0
52.0	0.0	0.0	0.0	1.0305809016635008	-0.0357715483034297	-0.0978745545120887	-0.6091478014292449	-0.0143105463953309	0.0049189502576207	0.000394717017578	1570.320171865582	850.2434718741237	0.07744280798709907	0.06901183668228753	0.05563343220562635	0.0382666874501068	0.01815661795539723	-0.0032550927979659748	-0.0244334471466845	-0.0438601766622218	-0.06014258625564413	-0.07211339597596281	-0.07891442288020152	-0.08005810385272293	1.0
54.0	0.0	0.0	0.0	1.4759530760503585	-0.033375616709776	-0.0952123024110846	-0.5915125106851207	-0.0147299712719096	0.0048591931554187	0.0005553203854494	1573.088566947054	849.5167335771271	0.07722285006760443	0.06816474709818933	0.053846606446896844	0.03537330948667084	0.014170376625873254	-0.008126035169293713	-0.029795388946726467	-0.049165535651913846	-0.06474174808479725	-0.07532206382600655	-0.08009003651794348	-0.07867773820527328	1.0
56.0	0.0	0.0	0.0	1.544129030841055	-0.034326252778996	-0.0826514669779783	-0.6036878518040112	-0.0140270221416998	0.0047259771741816	0.0006096768825271	1571.0143520004317	848.3022909201869	0.0769949613212834	0.0672896560132722	0.05201001342561452	0.032421813268630986	0.010147760142783721	-0.012966942809801723	-0.035007452238594076	-0.05414791197712577	-0.06880270865491044	-0.07775782537415772	-0.08027141199133532	-0.07613524066852724	1.0
58.0	0.0	0.0	0.0	1.3813336824910185	-0.031986632759299	-0.0812552030803033	-0.5887061608056143	-0.0143563134042681	0.0049948096631349	0.000691891197005	1575.287176296336	848.2264545673877	0.07675916515242867	0.06638692290754264	0.05012535059707178	0.029417048096523474	0.006099094504947924	-0.017759923185815648	-0.040043418996669654	-0.05877457496260669	-0.0722917090058629	-0.07939568641082032	-0.07945629770422895	-0.07246816592482967	1.0
