	negative_arousal	negative_valence	positive_arousal	positive_valence	trans_x	trans_y	trans_z	rot_x	rot_y	rot_z	drift_1	drift_2	drift_3	drift_4	drift_5	drift_6	drift_7	drift_8	drift_9	drift_10	drift_11	drift_12	constant
0.0	0.0	0.0	0.0	0.0	0.0748083463617916	-0.0015904511188438	-0.0105687864863313	0.0063987955592408	-0.0004227613307754	-0.0011741583591819	0.08032090174560083	0.08031780833812863	0.08031265274725741	0.08030543510535848	0.08029615559774696	0.0802848144626769	0.08027141199133532	0.08025594852783459	0.08023842446920372	0.08021884026537807	0.08019719641918784	0.08017349348634517	1.0
2.0	0.0	0.0	0.0	0.0	0.0562088973954217	-0.0114224860340215	-0.0504014874452423	0.0059002329996262	-0.0005507163916622	-0.0010883868896958	0.08031265274725741	0.0802848144626769	0.08023842446920372	0.08017349348634517	0.08009003651794348	0.0799880728487089	0.07986762603976345	0.07972872392319656	0.07957139859563382	0.07939568641082032	0.07920162797122021	0.07898926811863456	1.0
4.0	0.0	0.0	0.0	0.0	0.0419426502639197	-0.0589488509667575	-0.0327074051396962	0.0051507443931421	-0.0004219452708902	-0.0013369207934722	0.08029615559774696	0.08021884026537807	0.08009003651794348	0.07990982702805212	0.07967832746305821	0.07939568641082032	0.07906208528433026	0.07867773820527328	0.07824289186659421	0.07775782537415772	0.07722285006760443	0.07663830932051766	1.0
6.0	0.0	0.0	0.0	0.0	0.042912036897448	-0.0601738017273589	-0.0324447879461047	0.004232305105866	-0.0004196170840511	-0.0009991176806848	0.08027141199133532	0.08011991284787363	0.07986762603976345	0.07951486893377797	0.07906208528433026	0.07850984467524781	0.07785884180325876	0.07710989560409101	0.07626394822228363	0.07532206382600655	0.07428542726837921	0.07315534259697255	1.0
8.0	0.0	0.0	0.0	0.0	0.0487151825985847	-0.0464471744200238	-0.0370988383954795	0.0038598175652818	-0.0004187719340031	-0.0009176954766997	0.08023842446920372	0.0799880728487089	0.07957139859563382	0.07898926811863456	0.07824289186659421	0.07733382181168452	0.07626394822228363	0.07503549573245985	0.07365101871619455	0.07211339597596281	0.07042582475671583	0.06859181409771226	1.0
10.0	0.0	0.0	0.0	0.0	0.0611490578940987	-0.0693619235505309	-0.0369893223250272	0.0043037721723488	-0.000348049540209	-0.0014167611879744	0.08019719641918784	0.07982337442663898	0.07920162797122021	0.07833388814338105	0.07722285006760443	0.07587196453158433	0.07428542726837921	0.07246816592482967	0.07042582475671583	0.06816474709818933	0.06569195565992891	0.06301513071721138	1.0
12.0	0.0	0.0	0.0	0.0	0.0463270229490149	-0.074199408244354	-0.037812346719221	0.0031747981525183	-0.0002630375570726	-0.0015980852767638	0.08014773207542983	0.07962588523838078	0.07875865592383963	0.0775498057955959	0.07600457832002938	0.0741296760222323	0.07193323141336898	0.06942477171537748	0.06661517753602234	0.06351663567354772	0.060142586255644157	0.056507664442016874	1.0
14.0	0.0	0.0	0.0	0.0	0.0462600767391734	-0.074933638813178	-0.0321980807627824	0.0025600149580619	1.969519627764704e-05	-0.0014100309736998	0.08009003651794348	0.07939568641082032	0.07824289186659421	0.07663830932051766	0.07459120390997251	0.07211339597596281	0.06921919281041977	0.06592530604342141	0.06225075514734767	0.05821675761515454	0.053846606446896844	0.04916553565191384	1.0
16.0	0.0	0.0	0.0	0.0	0.0318023290463855	-0.0551834678210667	-0.0503460455742796	0.0023857186679182	-0.0004186244948758	-0.0013610023236694	0.08002411567209254	0.07913287250768641	0.07765481248997472	0.07560089630446151	0.07298635494927365	0.06983057678833965	0.06615696377525283	0.061992757914003264	0.057368839243474655	0.0523194968437698	0.046882174562487784	0.041097193346542306	1.0
18.0	0.0	0.0	0.0	0.0	0.0331508901891623	-0.0561274657719792	-0.0958179651706245	0.0026723912456106	-0.0002338330437252	-0.0009971900781122	0.07994997630798213	0.07883755149070468	0.0769949613212834	0.07443927121428882	0.07119415106219802	0.0672896560132722	0.06276194811146674	0.0576529613764463	0.05201001342561452	0.045885367235176756	0.03933574709904926	0.032421813268630986	1.0
20.0	0.0	0.0	0.0	0.0	0.0273714310747834	-0.0319219194059883	-0.0954979834415468	0.0023298837140917	-0.0004166661277364	-0.0005710153571953	0.07986762603976345	0.07850984467524781	0.07626394822228363	0.07315534259697255	0.06921919281041977	0.06450002517687661	0.05905122362542362	0.05293442581299188	0.046218825869982244	0.03898039166592807	0.03130100544960912	0.02326753758482435	1.0
22.0	0.0	0.0	0.0	0.0	0.0250881466087662	-0.0786582408745317	-0.1060205847276236	0.0017223131520993	-0.0003439404025711	-0.001091706467432	0.07977707332485186	0.07814988668050024	0.07546244882554035	0.07175121994385963	0.06706654988344614	0.06147199506534961	0.05504345622046875	0.04786814865239818	0.040043418996669675	0.03167542452928908	0.022877692942250085	0.013769582125397068	1.0
24.0	0.0	0.0	0.0	0.0	0.0357669509938176	-0.0785909843272492	-0.0963995595884839	0.0013653925742376	-0.0003009903012844	-0.0007177944309447	0.07967832746305821	0.07775782537415772	0.07459120390997251	0.07022921022478221	0.06474174808479725	0.05821675761515455	0.050758806002611755	0.042487411738839735	0.033535129259396716	0.024045424673281697	0.014170376625873272	0.004068239140410041	1.0
26.0	0.0	0.0	0.0	0.0	-0.0336797629113618	-0.1272815125741573	0.0620997748635332	0.0014929569785977	-0.0019371524102245	0.0004699470455589	0.07957139859563382	0.07733382181168452	0.07365101871619455	0.06859181409771226	0.06225075514734767	0.05474634454637801	0.046218825869982244	0.03682756269381934	0.02674806038310769	0.016168686221467977	0.0052871491742642815	-0.005693194926834851	1.0
28.0	0.0	0.0	0.0	0.0	0.0310612140112311	-0.0641495138328167	0.0172516169224721	0.0022622638131768	-0.0007767113853036	-0.0006281229209651	0.07945629770422895	0.0768780501701532	0.07264276220227969	0.06684172180018709	0.059599965414241764	0.05107358289215269	0.04144635309618108	0.03092578270738971	0.019738633597109333	0.00812603516929374	-0.003661712976967886	-0.015370536040629641	1.0
