	negative_arousal	negative_valence	positive_arousal	positive_valence	trans_x	trans_y	trans_z	rot_x	rot_y	rot_z	drift_1	drift_2	drift_3	drift_4	drift_5	drift_6	drift_7	drift_8	drift_9	drift_10	drift_11	drift_12	constant
0.0	0.0	0.0	0.0	0.0	-0.0678417711007455	0.0433161244633595	0.2054789490363333	0.0096833591634306	0.0004371184949198	0.001364417319671	0.08032090174560083	0.08031780833812863	0.08031265274725741	0.08030543510535848	0.08029615559774696	0.0802848144626769	0.08027141199133532	0.08025594852783459	0.08023842446920372	0.08021884026537807	0.08019719641918784	0.08017349348634517	1.0
2.0	0.0	0.0	0.0	0.0	-0.0778871450488338	0.0103797662806499	0.1260691022205335	0.0096841077647217	6.801474090667448e-05	0.001448701867431	0.08031265274725741	0.0802848144626769	0.08023842446920372	0.08017349348634517	0.08009003651794348	0.0799880728487089	0.07986762603976345	0.07972872392319656	0.07957139859563382	0.07939568641082032	0.07920162797122021	0.07898926811863456	1.0
4.0	0.0	0.0	0.0	0.0	-0.0572712751954327	0.0260340174035178	0.1586496068480158	0.0086090890013286	2.99067378122242e-05	0.0011398938812756	0.08029615559774696	0.08021884026537807	0.08009003651794348	0.07990982702805212	0.07967832746305821	0.07939568641082032	0.07906208528433026	0.07867773820527328	0.07824289186659421	0.07775782537415772	0.07722285006760443	0.07663830932051766	1.0
6.0	0.0	0.0	0.0	0.0	-0.0573708498324236	0.0211689939547028	0.1642193691200404	0.0093971863250869	-6.111030208177937e-05	0.0014668171353357	0.08027141199133532	0.08011991284787363	0.07986762603976345	0.07951486893377797	0.07906208528433026	0.07850984467524781	0.07785884180325876	0.07710989560409101	0.07626394822228363	0.07532206382600655	0.07428542726837921	0.07315534259697255	1.0
8.0	0.0	0.0	0.0	0.0	-0.0568024042010648	-0.0085921718052617	0.1511207629535604	0.0095578306517515	-0.0003210921554122	0.0011330604991134	0.08023842446920372	0.0799880728487089	0.07957139859563382	0.07898926811863456	0.07824289186659421	0.07733382181168452	0.07626394822228363	0.07503549573245985	0.07365101871619455	0.07211339597596281	0.07042582475671583	0.06859181409771226	1.0
10.0	0.0	0.0	0.0	0.0	-0.0352241342868211	0.0149365832616013	0.1704744235660982	0.0089008205630802	-0.0003752708969428	0.0010646933383955	0.08019719641918784	0.07982337442663898	0.07920162797122021	0.07833388814338105	0.07722285006760443	0.07587196453158433	0.07428542726837921	0.07246816592482967	0.07042582475671583	0.06816474709818933	0.06569195565992891	0.06301513071721138	1.0
12.0	0.0	0.0	0.0	0.0	-0.0172777136746304	0.0450740494651142	0.1968252817004767	0.0098023151920055	-0.0002668524038573	0.0011538319845244	0.08014773207542983	0.07962588523838078	0.07875865592383963	0.0775498057955959	0.07600457832002938	0.0741296760222323	0.07193323141336898	0.06942477171537748	0.06661517753602234	0.06351663567354772	0.060142586255644157	0.056507664442016874	1.0
14.0	0.0	0.0	0.0	0.0	0.0060069986688233	-0.0014478681800937	0.1285837089706447	0.0096100427420828	-0.0008370221875304	0.0009360438532316	0.08009003651794348	0.07939568641082032	0.07824289186659421	0.07663830932051766	0.07459120390997251	0.07211339597596281	0.06921919281041977	0.06592530604342141	0.06225075514734767	0.05821675761515454	0.053846606446896844	0.04916553565191384	1.0
16.0	0.0	0.0	0.0	0.0	0.0126265818919222	0.0279133836021827	0.1996819792577824	0.0086284985307709	-0.0008299814361683	0.0009350986694312	0.08002411567209254	0.07913287250768641	0.07765481248997472	0.07560089630446151	0.07298635494927365	0.06983057678833965	0.06615696377525283	0.061992757914003264	0.057368839243474655	0.0523194968437698	0.046882174562487784	0.041097193346542306	1.0
18.0	0.0	0.0	0.0	0.0	0.0072419822007105	0.0196973628688255	0.2056649997016251	0.0094660456748544	-0.0008700884093069	0.0009361397294904	0.07994997630798213	0.07883755149070468	0.0769949613212834	0.07443927121428882	0.07119415106219802	0.0672896560132722	0.06276194811146674	0.0576529613764463	0.05201001342561452	0.045885367235176756	0.03933574709904926	0.032421813268630986	1.0
20.0	0.0	0.0	0.0	0.0	0.0112704974853414	0.019949374142044	0.1427739643601455	0.0091902785823576	-0.0013752064387402	0.0009403408112156	0.07986762603976345	0.07850984467524781	0.07626394822228363	0.07315534259697255	0.06921919281041977	0.06450002517687661	0.05905122362542362	0.05293442581299188	0.046218825869982244	0.03898039166592807	0.03130100544960912	0.02326753758482435	1.0
22.0	0.0	0.0	0.0	0.0	0.0197137654823649	0.0546385528064661	0.193825466468283	0.0097080820880339	-0.0008697709746849	0.0009787445170613	0.07977707332485186	0.07814988668050024	0.07546244882554035	0.07175121994385963	0.06706654988344614	0.06147199506534961	0.05504345622046875	0.04786814865239818	0.040043418996669675	0.03167542452928908	0.022877692942250085	0.013769582125397068	1.0
24.0	0.0	0.0	0.0	0.0	-0.0499057413742178	0.0025010623129162	0.1283511298585367	0.004349327053985	0.0003250014858051	0.0011497971353718	0.07967832746305821	0.07775782537415772	0.07459120390997251	0.07022921022478221	0.06474174808479725	0.05821675761515455	0.050758806002611755	0.042487411738839735	0.033535129259396716	0.024045424673281697	0.014170376625873272	0.004068239140410041	1.0
26.0	0.0	0.0	0.0	0.0	-0.050126755338141	0.0248359318195525	0.0810384287117429	0.0022911116538913	0.0009139826935045	0.0008559547233197	0.07957139859563382	0.07733382181168452	0.07365101871619455	0.06859181409771226	0.06225075514734767	0.05474634454637801	0.046218825869982244	0.03682756269381934	0.02674806038310769	0.016168686221467977	0.0052871491742642815	-0.005693194926834851	1.0
28.0	0.0	0.0	0.0	0.0	-0.0497725307868108	-0.0019102870727181	-0.0279973583338346	0.0017440068338032	-1.121135244086524e-05	0.0003310100789374	0.07945629770422895	0.0768780501701532	0.07264276220227969	0.06684172180018709	0.059599965414241764	0.05107358289215269	0.04144635309618108	0.03092578270738971	0.019738633597109333	0.00812603516929374	-0.003661712976967886	-0.015370536040629641	1.0
30.0	0.0	0.0	0.0	0.0	-0.0497515309777725	0.033128221684052	0.0413107928711085	0.0010739903496547	5.617769875310152e-05	0.0003309695219125	0.07933303660976493	0.07639069767669417	0.0715673662406329	0.0649818087292562	0.056796183424706485	0.047212047588514626	0.03646539445289089	0.024820842284131256	0.01256511860268357	4.9182999007686516e-18	-0.012565118602683561	-0.024820842284131246	1.0
32.0	0.0	0.0	0.0	0.0	-0.0224351758355396	0.0355434522486177	0.0736668842477428	0.0014650030030031	5.543110659567141e-05	-9.404091611343652e-05	0.07920162797122021	0.07587196453158433	0.07042582475671583	0.06301513071721138	0.053846606446896844	0.04317601129992801	0.03130100544960912	0.018552846548461982	0.0052871491742642815	-0.008126035169293713	-0.02131254077530669	-0.03390452522356265	1.0
34.0	0.0	0.0	0.0	0.0	-0.0224279472236332	0.03991202897312	0.041428530721312	0.0010339848702027	-0.0002260677080092	-0.0001308835156218	0.07906208528433026	0.07532206382600654	0.06921919281041977	0.060944919010862346	0.05075880600261175	0.03898039166592805	0.02597916429795862	0.012162971782442302	-0.002034772578991757	-0.016168686221467964	-0.029795388946726467	-0.04248741173883973	1.0
36.0	0.0	0.0	0.0	0.0	-0.0113856614538434	0.060592741240967	0.0659375039296179	0.0005290096629795	0.0001564653298165	-0.0001310413854478	0.07891442288020152	0.07474122145451352	0.06794858562093567	0.0587745749626067	0.0475407084313061	0.03464069616386432	0.02052664123456816	0.0056931949268348775	-0.009339779170141867	-0.02404542467328167	-0.03790835699197279	-0.05044272586576787	1.0
38.0	0.0	0.0	0.0	0.0	-0.0053260044927867	0.0274596729554303	0.0661966283179822	0.0010369751768434	-0.0003750680634557	-0.0001308056565101	0.07875865592383963	0.0741296760222323	0.06661517753602234	0.056507664442016874	0.04420057454329115	0.03017296479153745	0.014970863859862375	-0.0008139821775950756	-0.016567143728797903	-0.03167542452928907	-0.045550730480044904	-0.057652961376446314	1.0
